#ty = 0
    0.000000   0.80303487        0.00089181       -0.00000000        0.00000000
    1.000000   -0.42695687        0.00721492       -0.00000000        0.00000000
    2.000000    0.13388977        0.00968338        0.00000000        0.00000000
    3.000000    -0.12650521        0.01282887       -0.00000000        0.00000000
    4.000000    0.07794065        0.01504395        0.00000000        0.00000000
    5.000000   -0.08271371        0.01572255       -0.00000000        0.00000000
    6.000000  0.05802447        0.01989822        0.00000000        0.00000000
    7.000000 -0.06930185        0.01814751       -0.00000000        0.00000000



#ty = 1
   0.000000 0.78162741        0.00084192       -0.00000000        0.00000000
    1.000000 -0.33658671        0.00306281       -0.00000000        0.00000000
    2.000000 0.12297082        0.00277062        0.00000000        0.00000000
    3.000000 -0.09795161        0.00252556       -0.00000000        0.00000000
    4.000000 0.09083474        0.00427689        0.00000000        0.00000000
    5.000000 -0.07976677        0.00257229       -0.00000000        0.00000000
    6.000000 0.08678431        0.01243042        0.00000000        0.00000000
    7.000000  -0.06800422        0.00413127       -0.00000000        0.00000000



# ty = 2.0
    0.000000    0.75356416        0.00042744       -0.00000000        0.00000000
    1.000000    -0.07221229        0.00167791        0.00000000        0.00000000
    2.000000    0.02045573        0.00114694        0.00000000        0.00000000
    3.000000   -0.00842152        0.00113570       -0.00000000        0.00000000
    4.000000   0.00361069        0.00126897        0.00000000        0.00000000
    5.000000   -0.00239717        0.00180116       -0.00000000        0.00000000
    6.000000   0.00338264        0.00161368        0.00000000        0.00000000
    7.000000   -0.00304792        0.00216595       -0.00000000        0.00000000

