-13.000000	-0.00321242	0.00003541
-12.000000	0.00274497	0.00006087
-11.000000	-0.00361449	0.00006736
-10.000000	0.00321890	0.00007137
-9.000000	-0.00454823	0.00007297
-8.000000	0.00421726	0.00006810
-7.000000	-0.00652607	0.00010755
-6.000000	0.00621614	0.00008223
-5.000000	-0.01099373	0.00011587
-4.000000	0.01096178	0.00010304
-3.000000	-0.02431462	0.00010332
-2.000000	0.02708936	0.00011420
-1.000000	-0.12473467	0.00010061
0.000000	0.25000000	0.00000000
1.000000	-0.12473467	0.00010061
2.000000	0.02708936	0.00011420
3.000000	-0.02431462	0.00010332
4.000000	0.01096178	0.00010304
5.000000	-0.01099373	0.00011587
6.000000	0.00621614	0.00008223
7.000000	-0.00652607	0.00010755
8.000000	0.00421726	0.00006810
9.000000	-0.00454823	0.00007297
10.000000	0.00321890	0.00007137
11.000000	-0.00361449	0.00006736
12.000000	0.00274497	0.00006087
13.000000	-0.00321242	0.00003541
14.000000	0.00264019	0.00005044
