-13.000000	-0.03532092	0.00241052
-12.000000	0.03509147	0.00249140
-11.000000	-0.03595695	0.00179578
-10.000000	0.03638366	0.00129242
-9.000000	-0.03851849	0.00112332
-8.000000	0.03954696	0.00110134
-7.000000	-0.04278755	0.00102282
-6.000000	0.04441846	0.00112558
-5.000000	-0.05093739	0.00086015
-4.000000	0.05600799	0.00112125
-3.000000	-0.07151510	0.00144459
-2.000000	0.08194432	0.00167192
-1.000000	-0.16061135	0.00080405
0.000000	0.25000000	0.00000000
1.000000	-0.16061135	0.00080405
2.000000	0.08194432	0.00167192
3.000000	-0.07151510	0.00144459
4.000000	0.05600799	0.00112125
5.000000	-0.05093739	0.00086015
6.000000	0.04441846	0.00112558
7.000000	-0.04278755	0.00102282
8.000000	0.03954696	0.00110134
9.000000	-0.03851849	0.00112332
10.000000	0.03638366	0.00129242
11.000000	-0.03595695	0.00179578
12.000000	0.03509147	0.00249140
13.000000	-0.03532092	0.00241052
14.000000	0.03451801	0.00228218
